,user,text
4072,PetaIndia,".@PortofChennai Please release the stowaway cat to us. Please don't send the cat to China where they are often killed for meat and fur.

The cat isn't at risk for #coronavirus."
4073,startupdaemon,"What do we REALLY know about the Wuhan #coronavirus?
  
Let’s cut through the lies and disinformation, and quickly recap what we really know about the coronavirus from the doctors on the frontline and from medical research.

It's a lot more than you think.

/thread/"
4074,hvgoenka,"In India:

Thirty affected by #coronavirus.

Thousands affected by #coRANAvirus #YesBank"
4075,onlyyoontv,More signs #China wants to return to normal. Schools to start reopening next week. Qinghai province to stagger start dates from Mar 11 to 20. Guizhou province says schools to reopen Mar 16. (These areas very few cases of #coronavirus.)
4076,matisaksk,#Slovakia's PM @PellegriniP_ confirms a case of #COVIDー19. #coronavirus
4077,CT_Bergstrom,"4. I've seldom seen a piece of sci-comm matter so much. We have an opportunity to flatten the #COVID19 #coronavirus epidemic curve by aggressive social distancing and other measures. 

But people don't understand what the point is, if the virus is going to circulate broadly."
4078,PaulGodsmark,This is possibly the most iconic photo of this #coronavirus #COVID19 outbreak that we will see IMO.
4079,DHSCgovuk,"Help protect yourself and others.
 
Tap the link below to share official #NHS advice on #coronavirus with your family and friends via @WhatsApp 

Share now "
4080,bushstar,"Son's friend from his course at college, messaged last night to say he's been told to self-isolate for two weeks, as his boss at Bicester Nike Outlet has COVID-19, Nike shut for two weeks. Already had two colds this year, do not need another bug! #coronavirus #bicester #nike"
4081,bjhcpaterp,#MarriottBonvoy #marriott Time to rethink your domestic cancellation policy! #coronavirus is serious...need to offer flexibility to travelers in the US. We shouldn’t have to “eat” the cost of a room to keep our family safe. Cmon #marriott you can do better! @JWLALIVE @Marriott
4082,TheEquerry,"A few last minute bids $MYR to try & hold it's head above water but too late. Department store @Myer closes out the week at record low of 28c a share, 15% drop today. Expect 'fears of #coronavirus' excuse to be rolled out, but it's really all about bad management & Myer board."
4083,dajbelshaw,"Is your school, university, or organisation moving things online due to the #coronavirus?

Instead of just going with short-term 'free' offers from #edtech vendors, why not try *really* free (and open source) solutions?"
4084,Fudbuster1,I hope the @realDonaldTrump and @VP listen to this CC this company just might hold the the cure to what is killing people with #ARDS from the #Coronavirus and the drug is safe lets get it to the people #MAGA
4085,realseanaddison,#CoronaVirus should be nervous of my God! (Psalm 91:10)
4086,JMM621,Yes  because if you don't test you won't know the actual count #coronavirus
4087,TheKitchenista,"Yup, @chefjoseandres is asking the right questions on cnn. How will low-income families feed children when schools are shut down, if those kids rely on the free meals at school? #coronavirus"
4088,FluTrackers,"New version of the 3 biggest lies: 

1) Masks don't work. 

2) COVID-19 is like the seasonal flu.

3) The risk to the average American is low. 

#coronavirus #COVIDー19 #Covid19usa #Covid_19 #CoronavirusOutbreak"
4089,MaxPower0017,"According to @MekitaRivas , the #coronavirus has now infected 2,500 people, which is 50% of the world’s population."
4090,Loriwelsh6,"My 15 year old has had a fever and dry cough for a week. Today he tested positive for pneumonia. I asked if they were testing for #coronavirus In Ohio, the answer is still no. This is a crime. My kid will statistically be fine. What about the adult care center down our street?"
4091,prathyushspeaks,"Canceled my travel plans to India amid the #coronavirus outbreak. This would have been a visit to home after 2 long years. Handling uncertainty is something #phdlife has been teaching me all along. This skill is painful to learn, and handy when needed. 

@AcademicChatter"
4092,BadKarma5555,"China, Italy and South Korea all have universal government provided healthcare so it's even easier to mock Medicare for All. Especially in light of their failures in containing and handling #coronavirus"
4093,pastormarkburns,"It's amazing how we are all afraid of the #coronavirus, but not afraid of Jesus coming back. 

Matthew 10:28 says, ""Do not be afraid of those who kill the body but cannot kill the soul. Rather, be afraid of the One who can destroy both soul and body in hell."""
4094,BIRUJAAN,Masks and gloves should be provided by the Banks to frontline staff for safety from #coronavirus #COVID19 @ChairmanIba @nsitharamanoffc
4095,ElizabethEThorp,"Hello cool people who get to work from home because of COVID-19. Order lunch delivery for your friends who have been working 10-12 hour shifts in hospitals to keep you and your love ones healthy. They’re tired and hangry.
 #coronavirus"
4096,DaveBeninger,"Hearing #CoronaVirus may have made its way to Calgary and so, I just want to say a big thank you to all of Alberta’s hardworking Nurses, Doctors and healthcare workers for keeping the rest of us healthy and safe. 

Your work is invaluable to our society. 
#ableg"
4097,RaptorsTooth66,"Yay! COVID-19 in Colorado. We welcome to our beautiful Centennial state...

...and of course it was an idiotic out of town tourist who brought it here. This brainlet f*cking knew he had it. He had traveled to Italy and then decided to globetrot
#Colorado #coronavirus"
4098,harleyb11,#inners Is this 1st time anyone else is learning 180 nurses are under quarantine due to #coronavirus? WTF is wrong w/MSM? They're gonna let sociopath get away w/murder due to his incompetence/indifference just like they did after hurricane Maria in Puerto Rico.
4099,DFSnDONUTS,"In the USA

30 million adults have diabetes
26 mil have asthma
23 mil have an autoimmune disease
72 mil are 60+ in age

No meds, no vaccines, & no immunities built up.

For some, it can be life or death.

Treat this with respect & don't dismiss someone's concerns.

#coronavirus"
4100,GHS,"Today’s #coronavirus recap:

-95,270 confirmed cases globally & 3,281 deaths

-80% of new cases in 

-@WHO estimates ~3.4% of  #COVID19 cases have died

-“It is a time for pulling out all the stops” -@DrTedros

-Countries must take a comprehensive, all-government approach"
4101,FightsForBernie,"What effect will the coronavirus have on US stock markets, and typical US Consumer 401(k) plans, over the next 90 days? #coronavirus"
4102,julialindau,I just landed at JFK after reporting on #coronavirus in Milan and Lombardy —the epicenter of Italy’s  outbreak— for @vicenews. I walked right through US customs. They didn’t ask me where in Italy I went or if I came into contact with sick people. They didn’t ask me anything.
4103,kateduxler,Preparation isn't panic. It's the antidote to panic. #coronavirus
4104,HotGirlVideos69,"E3 is cancelled due to concerns related to the #coronavirus - I found out from a guy who pays me for private cam GFE sessions. They're always #COVID19 free. 

#E32020 #E3 #E3Cancelled
#gamingnews #videogames @Polygon @giantbomb @frailgesture @waypoint"
4105,mterr337,"Sen. Rand Paul was the lone dissenting vote. The #coronavirus is spreading across the US even now as we speak. KY will be hit. Residents of the state will be affected, becoming ill & worse. 

Remember Kentucky, your Senator was the only Senator to vote against this.
@DrRandPaul"
4106,chrisroth408,"The #coronavirus is definitely hitting closer to home. The Action Day Primary Plus teacher in San Jose who tested positive for the virus is only 26 years old and is critical condition (lungs failing, on a ventilator). Her family lives in Willow Glen. Be prepared, neighbors."
4107,HarabMatt,BREAKING: One of the confirmed #Coronavirus cases in Harris County is a Rice University employee currently under quarantine. Each of the three cases in the Houston area are related to a recent trip to Egypt.
4108,ScholasticTeach,Ensure your students have all the facts about #coronavirus. The Scholastic Magazine editors created this collection of free resources to help you ease their fears and inform them with age-appropriate information.
4109,ThreeWordsWork,"Three ways to stop people getting sick and dying:

Wash your hands.
Don't touch your face.
Stop voting Tory.

#coronavirus #GTTO"
4110,SquidLeek,"#Coronavirus Why is the uk government so fucking stupid. What is happening in Italy will be here in a few weeks at most. Quarantine already and stop seeing  what will happen and act on it now.  Economy won’t work if there is no one to support it.
Stop all travel now!!!"
4111,OScharenborg,"News about #Interspeech 2020 #Shanghai from the organisers and #ISCA

Change of dates (most important for now):
- May 8, 2020: Submission deadline
- Oct 26-29, 2020: Interspeech
Location: unchanged. 

Fingers crossed, the #coronavirus is under control by then!

@ISCAFOX"
4112,HKrassenstein,"BREAKING: GOP Senator Rand Paul just voted against a bill to fund the #coronavirus response.  He was the only Senator to do so.

Rand Paul is a piece of crap!
Who agrees?"
4113,daniel_prime7,"So... where are the stories from survivors of #CORONAVIRUS ?
What was it like? How did they feel? Was it like a bad flu or worse? Why haven’t we heard these stories. Based on the stats...we have about 98% of the infected population to interview. Spread hope not fear."
4114,RealDLHughley,"The best advice for the #coronavirus is to wash your hands and cover your mouth when cough! So basically, this disease can be controlled if people stop being nasty muthafucka’s! #TeamDl"
4115,mrdanmurdoch,"My wife came home brandishing a 12pack of bog roll like she’d won the cup.  Not tinned goods and bottled water. Not brandy and lemsip. Fucking loo roll. When the breakdown of society begins, I want to be pissed, not looking smug about my clean ass #coronavirus #stockpiling"
4116,TheCarltonLeach,"Is it just me...never mind all this closing schools etc, how about close the borders?! #coronavirus 
C"
4117,K_PoP_AnGeL,"My son had fever of 104, cough and headache yesterday, tested for all known flu and influenza and RSVs, but refuse to give him #Coronavirus test also. We have possible community contact through large Asian community that do travel abroad. His school won't let us quarantine."
4118,Bigjune_77,They said crabs may carry the #coronavirus 
4119,Maren_Bannon,"1/ I often get asked, ""How do I start angel investing?""

I was supposed to speak at an event tonight about it, but it got cancelled due to #coronavirus. 

Sharing my thoughts here instead."
4120,Better_Thn,.@toryboypierce looking at number of deaths in #italy from #coronavirus it appears death rate could be over 5% if not higher
4121,sue_miketreanor,Can someone please explain to me why we are having this mad panic? It didn’t happen with SARS or Ebola or Avian Flu. Why is this virus being so vehemently panicked over?? #COVIDー19 #coronavirus #CoronaAlert
4122,cjmandell,"When you’re stockpiling food & other supplies, buy extra for your local food bank. Many families don’t have the luxury to spend beyond their weekly budget. @DailyBreadTO #coronavirus"
4123,dave_suspect,Scaremongering again from the scum.... #coronavirus
4124,Just_Curius,Many elderly people would have a hard time getting prepared to stay at home for 3-4 months when the #coronavirus/#covid19 spreads in their community. Yet they are most at risk from the virus. Let's each of us #AdoptAnElder & get them prepared. I am. You can too. Please RT.
4125,Ahmad_Ibrahim13,"While the world is still affected by the #coronavirus, there're reports about a more deadly disease in #Ethiopia that has killed 2000 people so far & yet no information about it is out & its name is unknown!
Patients with it bleed from the eyes, mouth and nose and then die!!"
4126,StarryEyed48,And his elderly supporters believe him about the #coronavirus which is sad because they're getting hit the hardest by the virus.
4127,RepJayapal,"If you are in King County & believe you were exposed to a confirmed case of #COVID19, or if you are a healthcare provider w/questions about #COVIDー19, contact the King County novel #coronavirus call center: 206-477-3977. 

The call center will be open daily from 8 AM to 7 PM PT."
4128,10NewsCoronel,We have confirmed the preliminary #coronavirus test of an AT&T employee that works in Chula Vista has come back positive. Waiting for @CDCgov to confirm the results. Woman and employees she had contact with are under self-quarantine. Authorities say exposure to customers is low.
4129,michael_muscato,"This country doesn’t have a money problem. We have a leadership problem. 

#ThursdayThoughts #coronavirus #CountryOverParty #DoYourJob"
4130,WarsontheBrink,"BREAKING: 769 new cases of #coronavirus and 41 new deaths in #Italy. total reaches to 3,858 cases and 148 dead."
4131,SusanPage,"If the #coronavirus spreads on Capitol Hill, offices are preparing to telework, @SpeakerPelosi says. “We can’t vote from home, however.”"
4132,ANI,"Defence Officials: Indian Army and Indian Air Force issue extensive directions for dealing with the threat of 
#Coronavirus. All troops to be screened during morning roll call/parade and those with cough or cold to be checked further."
4133,AdvoBarryRoux,The 38 year old that tested positive of Corona virus must be taken to Robben Island. #CoronaVirusSA #coronavirus
4134,KashJackson2018,Can you comment on @GOPLeader McCarthy's allegation that you held back a bill for #coronavirus funding in order to run ads against 7 Republicans running for Congress???
4135,OthoKerr,"Sadly, with all of the coronavirus event cancellations I’m experiencing, Cancel Culture has taken on a whole new meaning.  #CancelCulture #COVIDー19 #coronavirus #CancelCoronaVirus"
4136,paulineyoii,I’m scared od #coronavirus help me plzzz
4137,Salmon_Shaun,More worried about Envoi Allen going to the Supreme than #coronavirus
4138,jwhbkn,"My 70+ mother-in-law who lives in New Rochelle has been coughing and fever for a week, is at the hospital now, with wheezing in her lungs, and they don’t have tests for #coronavirus there. This is OUTRAGEOUS."
4139,FridaGhitis,"Countries reporting the greatest numbers of NEW #Coronavirus cases so far today

1. Italy
2. Iran
3. South Korea
4. Germany
5. China
6. France
7. Netherlands
8. Sweden
9. Spain
10. Japan"
4140,Lizle_Bizz,First #coronavirus case reported in #chile. My university cancelled a trip due to the concern. @AmericanAir doesn’t seem to care about preventing the spread of #coronavirus. #angryatAmericanAirlines
4141,2019nCoVwatcher,"UK PM’s official spokesman: 

'We will continue to try to contain this virus. However it’s now highly likely that the virus is going to spread in a significant way.'

#coronavirus"
4142,MimiJ9,Flybe can blame #Coronavirus all it wants and yes maybe it was the last nail in the coffin but #Brexit has played a huge part. The gov only agreed bail it out a few months ago to cover up for Brexit fallout and now it has an excuse to let it go because it can blame it on a virus
4143,FranksBullitts,"So far, the CDC has estimated that at least 12,000 people have died from influenza between Oct. 1, 2019 through Feb. 1, 2020, and the number of deaths may be as high as 30,000....yet two new cases of #coronavirus is front page news"
4144,dphishin,"Jaw-dropping news out of the Seattle area today.

How long ago did the first residents of that nursing home test + for #coronavirus #COVID19 #COVID19US?

And 6 of them have already died?

Well, **TODAY** it was decided that the rest of the residents and staff would be tested.

"
4145,SusanPage,"Asked about Elizabeth Warren’s decision to drop out of the presidential race, @SpeakerPelosi said “we will madly elbow-bump” whoever the Democratic nominee turns out to be. (No more embracing, she said, given #coronavirus.)"
4146,NetworksManager,The first office Tennessee infection believes he contracted the virus at a US conference. No word on which one yet  #coronavirus
4147,d1rtydan,"I don’t think everyone is worried about getting sick with the #coronavirus

This is more about the affect on economies, business, production, consumer spending than anything else

Don’t worry about getting sick unless you are a senior or have a preexisting medical condition"
4148,sisiwei,".@CarolineYLChen giving great advice about how to report on #coronavirus at #nicar2020: Make sure the numbers in your story are always about patients. The # of tests, how many tests can be run per day, all that only matters in terms of  how many patients they can test/help."
4149,WarsontheBrink,BREAKING: First Death in #UK due to #coronavirus
4150,robertimossi,"If your first instinct upon hearing about the first UK death from Coronavirus is to make a joke, then don’t. 
This is a human being for Christ’s sake - where has your humanity gone? 
My condolences to their loved ones. Simply terrible.

#Coronvirus #coronavirus"
4151,RepSherrill,"Last night we passed a bipartisan #coronavirus package that includes:

$950M to support state & local health agencies
$3B for vaccines, therapeutics & diagnostics R&D
$1B for procurement of pharmaceuticals and supplies to support preparedness & community health centers"
4152,Trumptweets2020,"#StockMarket tumbling again today!
Can’t believe CONFIDENCE wasn’t BOOSTED by me making clear US #CoronaVirus policy won’t be dictated by science & facts,
but by my “hunches” & me
“talking to some people”!
Ignore your sinking 401K &
TRUST my HUNCH that the markets are SOARING!"
4153,Dr_Ellie,"I’m heading to @5_News to talk about the latest #COVID19 news as we hear the latest on #coronavirus figures.   

Wash your hands
Keep calm
Look after yourself 
Listen to the experts
Follow the plan
Take your usual meds
Gets any vaccines you’re due
Don’t use NHS unnecessarily"
4154,NickSquires1,"This is not good. Number of deaths in Italy from #coronavirus has jumped from 107 to 148 while number of cases has leapt from 3,089 to more than 3,800 #CoronaVirusitaly"
4155,startupdaemon,"Anyone telling you the risk of #coronavirus is low is either lying or a moron, usually both."
4156,timoncheese,"Inundated with calls from stockpilers today. Including:
- bloke with 50kg rice, 400 cans preserved food
- lady with 3-months' cat-food
- customer with £200-worth of toilet roll
- guy with 'deep trolley full of lager'
- woman with supermarket deliveries worth £900
#coronavirus"
4157,WillBlackWriter,"Wow, Jeremy Hunt, who wanted to asset strip and sell off the #NHS, is now saying there are major advantages in having a centralised (socialist) health service as it allows for fatal pandemics to be tackled.

#coronavirus"
4158,reggieaqui,So...this is concerning-- @JulianGABC7 talked on the phone to a Santa Clara county couple who says they were on the Grand Princess cruise ship recently. One of them has a fever of 103 and they can't get anyone to test them for #coronavirus .
4159,bergro30,Coming back through Dublin Airport and it the arrivals area/baggage reclaim there was a woman at a desk with big #COVID19 pull-up stands behind her... Not sure if she was just giving info or what #coronavirus
4160,hammy413,"As of today 23 members of the Iranian parliament are suffering from #COVID19/#Coronavirus.

#IslamicTerrorists
#comeuppance
#NaturalJustice"
4161,BrandiKruse,"Dr. Chris Spitters with Snohomish County reminds the public: #coronavirus brings “mild to moderate” illness for 80% of those infected. But we need to change behaviors to protect those who are more susceptible to severe illness. It’s not just about you, it’s about others. #q13fox"
4162,KeyDecision1,"My mom is 82 years old. She has COPD & is on oxygen. She lives in Florida.

I'm terrified.

#coronavirus
#CoronavirusOutbreak
#COVID19
#CoronaAlert
#CoronaVirusUpdate"
4163,WarsontheBrink,BREAKING: 1 new case of #coronavirus in #Israel. Total reaches 17
4164,FraserKeegan,"Now that the #Coronavirus has people cleaning their hands properly, maybe next they can move on to their arses."
4165,tslauson,"Snohomish County, Washington COVID-19 cases as of this morning (per health officials):

13 confirmed and presumptive
2 probable
37 possible, awaiting results
14 negative
---
66 total cases investigated so far

#Q13FOX #coronavirus"
4166,TEDxDoncaster,"It’s interrupted Milan Fashion week, delayed James Bond and now we’ve had to cancel our inaugural #TEDxYouth Doncaster scheduled for April 26th 2020. This is out of our hands however please don’t forget to wash your hands for 20 seconds with hot water. #Coronavirus"
4167,DougRobersonAJC,"B/C #ATLUTD does a few interactive things with supporters before and after games, I asked Barco if the players were worried about germs and things b/c of the #coronavirus. he said no. not right now.
#MLS"
4168,npenzenstadler,Sitting at #NICAR2020 where people are super concerned about #coronavirus at a panel about #coronavirus while reporting a story about #coronavirus via email.
4169,Keroppo,"Italy - According to La Stampa, the occupancy rate of ICU - Intensive Care Units is now 95% in Lombardy, Veneto and Emilia Romagna regions.
#coronavirus
#CoronaVirusitaly"
4170,bachelorbux,"Hey #sxsw peeps, Please check your #rsvp 's, events are being cancelled left and right. The @atxconcert @sxsaviors spreadsheet has up to date info on which parties.   I will still be out there real-time status updating as many events as possible #atx #SXSW2020 #coronavirus"
4171,HelenCRobertson,"S&P Global -- which owns energy news and pricing agency Platts -- has sent all its London staff home after a visitor was diagnosed with #coronavirus.

BP’s trading operation also shares the building with S&P Global #OOTT"
4172,YadgarFayeq,#CoronaVirus First patient death confirmed in UK according to @bbcworldservice
4173,Masego,"I’ve been following reports on the #CoronaVirus #COVID19 quite closely and I have to admit that South Africans are really humorous. We are that HaHa nations. This is what they nicknamed the virus 

The Rona
Coreezy 
Cory
Corara
 #CoronaVirusSA"
4174,Halcruttenden,I know people find it hard not to touch their faces in the current crisis but try having a beard!!!! #coronavirus
4175,drsanjaygupta,"A number of mask manufacturers have their operations in China, where production has slowed due to the #coronavirus outbreak."
4176,DaleAdams1776,"Wats all the dam fuss bout the #Coronavirus  4If u aint a #weakling u got nuthin 2 be scared of  

Dems jus want ppl 2 die  so they get more voters w/ all their #VoteFraud an so @realDonaldTrump looks bad "
4177,StormySummer5,"Shaking hands as a greeting is a worldwide normal form of respect, however, why are news showing people like presidents of japan and China still shaking hands during #coronavirus?  Jesus! These “leaders” should get Serious! @japan @china"
4178,VedranBosnic,"Make your own health a priority, you cannot begin to take care of others if you are not healthy yourself. Wash your hands, stay home if you are sick and listen local health authorities.  #coronavirus"
4179,JuanArreguin,"This is the time to prove ourselves creatives... in the wake of the #coronavirus and enforced WFH... this is the time to prove that we can be responsible and capable of getting out work done remotely.

Unfortunate it had to come to this, but let’s do this!

#remotework #remote"
4180,BrianDBradley,"Trump said on FOX News that if you had #coronavirus  you could go to work. Not to contradict failed steak salesman Donald J. Trump, but don't fucking do that you fucking dip shit. Jesus."
4181,BrandiKruse,"Snohomish County says it is not recommending school closures at this time. It is also not forcing event cancellations, but recommends people avoid crowds of 50+ or crowds altogether if it is not necessary. #coronavirus #q13fox"
4182,neal_earley,"Illinois Department of Public Health Director Dr.  Ngozi Ezike said community transmission ""is expected"" but risk to average Illinoisans is low #coronavirus"
4183,Ritambara_d,"The second most dumb people have to be those drivers who keep to the extreme right/left at a turning but go straight.
The first remain those who still support Modi
Don't worry about #coronavirus, your stupidity is enough to kill you and others."
4184,SSWorks,"The public has invested nearly $700 million in research & development on #coronavirus. 

This should ensure that any #COVID19 treatment or vaccine is available and affordable to all! #COVID19vaccine #NoMonopoly"
4185,kr3at,"US #CoronaVirus - 173 cases, 11 deaths in 17 states

Domestic Cases - 124:

40 - WA (10 deaths)
36 - CA (1 deaths)
22 - NY
 4 - IL
 3 - FL
 3 - OR
 2 - AZ
 2 - GA
 2 - MA
 2 - NH
 2 - RI
 1 - NC
 1 - NJ
 1 - NV
 1 - TN
 1 - TX
 1 - WI

Repatriated #Covid19 Cases - 49"
4186,SSWorks,"Any treatment for #coronavirus, including a #COVID19vaccine, should be available and affordable to all! 

This can't happen if #BigPharma is allowed to price gouge. Americans deserve to benefit from their public investments in R&D and everyone should have access. #NoMonopoly"
4187,TomiRikhotso,We need an App that can detect #CoronaVirus where's the Forth Industrial Revolution they talk about? #CoronaVirusSA
4188,politicalnative,It is shocking how little my friends and family know about #coronavirus. They are repeating every lie Trump has told the country. Most really do believe it is a hoax by Democrats to hurt the president's chances of reelection. Our government is really killing citizens.
4189,JaxsonAgincourt,"11/140 is a death rate of 7.9%. 
CDC is a little behind, and says 10/99 - 10.1%

The international rate quoted by WHO is 3.4%

Trump has some explaining to do.

#CoronaVirus #COVID19"
4190,chriswatson187,The companies that make those sanitizing hand gel must be rubbing their hands together  #coronavirus
4191,SquirrelBeebz,"Why is there so much more urgency for #Coronavirus than there is for #ClimateChange, which is, in the long run, an exponentially greater threat?"
4192,CatNeilan,"New from Downing Street on #coronavirus #covid19: ""We now accept the inevitability of entering the delay phase... it is now highly likely this virus is going to spread in a significant way"""
4193,mollielombardi,"Question. If #coronavirus induced work from home mandates result in increased productivity and happier employees, will anyone keep them going? The “you can’t do this job remote” argument may be shattered for some."
4194,GerberKawasaki,Will be on #CNBC at 10 am pst talking #coronavirus #stocks and the #TrumpSlump - tune in for insights on the markets. @CNBC #tesla $tsla
4195,96_harvest,Hi to #CoronaVirus never to anyone
4196,LivePDPundit,WHO IS STILL GOING ON CRUISES DURING A GLOBAL VIRAL OUTBREAK??? #coronavirus
4197,aarxn82,"Hey Facebook, the #coronavirus isn't a 'hoax' to make your Chode In Chief look bad or crash the beloved stock market. People are dying and dead. Turn off Fox & Friends and wash your hands once in a while."
4198,cryptorally,#coronavirus  has been introduced to the server...
4199,DoctorJanette,Contaminated cash could be spreading #coronavirus. I’ll discuss this w/ @TeamCavuto #YourWorld @FoxNews TODAY at 4:15pm EST. Tune in!
4200,Paul91701736,"A sad though, @MotherCabriniNY. Think of all that Everclear now being used to make hand sanitizer. #coronavirus"
4201,NY1,"This number has doubled from yesterday's 11 confirmed #coronavirus cases in New York, and includes two NYC cases confirmed earlier this morning, when the total was 13. There are now a total of four cases citywide (which includes a Westchester man being treated in the city)."
4202,FPLLens,"Looking to gain some perspective from others on this.

When I hear a joke, wisecrack, or light/dismissive comment regarding the #coronavirus / #COVID19, I wince in angst. It doesn't feel like something we should be making light of.
Am I being too sensitive? Anyone else feel same?"
4203,DonaldClark,"Conferences falling like flies (had 2 cancel today) travel limits by companies, orgs and Universities pile on the pressure. Tech first, then medical, now education and training… would you pay for travel, accommodation, fees at moment?
#coronavirus #conferencecancelled"
4204,itz_chillax,"#CoronaVirus is spreading rapidly

Where it is spreading rapidly..??? 

Facebook, What's app, Twitter"
4205,Fibutton,"Just a thought...What about stroking pets when we've taken them out, especially if they've been on public transport, or if someone else has stroked them whilst walking or they have been outside? Unlikely, but as I said, just a thought. #coronavirus "
4206,ryanghinds,"If you had a face like this, you'd touch it constantly, too #coronavirus"
4207,Davey_Hudson,The good thing about the #coronavirus pandemic is I can fake cough enough to keep everyone from bothering me. And people wanna call me a pessimist!
4208,Coronavupdates,"“China may have ‘no new virus cases’ outside Hubei by mid-March. As new infections continue to decline, a senior researcher working to control epidemic predicts the situation could improve in Wuhan by end of [this] month. 
#coronavirus #COVID19"
4209,hevans111,"My whole diary is a mess because of #coronavirus 
On the plus side, I’ll be working from home. "
4210,JBux2018,"A virus that kills the elderly and people with existing health conditions, in a world with a ever ageing an growing population, that come from the country with the highest population of people?? Smells a bit captain birdseye too me   #fishy #coronavirus"
4211,ucomsgeek,Nice to see the rest of the planet giving work from home a try... been doing that since 1999. Biggest advice... Order some sweats and establish a protocol with family that they know when you are busy or not. #coronavirus
4212,Ahmad_Athens,We need to cleanse our country from the #coronavirus ASAP as well as another virus called the #TrumpVirus
4213,ReutersLawrence,"EXCLUSIVE: HSBC also has a #coronavirus case in China

story by @KarinStrohecker + me hitting the wire following earlier reports of the bank sending 100 home in London"
4214,NadiaGalindoTV,Update: .@NYGovCuomo says there are now 22 #coronavirus cases in #NY 18 of them are in #Westchester 3 in #NYC and 1 on #LongIsland @News12WC @News12HV
4215,Corid191,"44 new cases in the Netherlands
#CoronavirusOutbreak #coronavirus #COVID19"
4216,nidak,#iberia airlines is doing nothing about limiting air travel and further risking thousands of people to #coronavirus @Iberia_en @Iberia
4217,edwardjsault,We're on air with the latest on #Flybe tonight. @SallyTaylor_tv is #Live from @SOU_Airport & we'll have news on #coronavirus death in #Berkshire. Join us 6.30pm @BBCSouthNews
4218,mrtommyjeff,"Dr. Hotez was fantastic on @Morning_Joe this morning. No BS, just the straight dope on how serious the #coronavirus is. Quite the opposite of the obscene moron in the @WhiteHouse."
4219,AmritadTOI,#coronavirusinindia #coronavirus #Coronavirushyderabad a team of four members placed outside the house of the first #COVID2019 patient in #hyderabad after locals opposed the return of family members @HiHyderabad @newsinhyderabad @HydWatch @Helohyd
4220,Rocky_BW,South Africans though... ba re #CoronaVirus ke TheRonas 
4221,AliHashimSmith1,Be Safe from #coronavirus infection
4222,WangNgotho,The streets are going to be ice cold with #coronavirus in SA. Is pulling that person really worth your life?!
4223,JaneEyre3217,"News just broke that trump won’t meet promised target of available #coronavirus #COVID19 tests. When reporters asked if uninsured can get tested Pence ran away. God help us, @GOP is incompetent "
4224,ittatto23,Does anyone know what’s going on with the cinemas that were to show #NoTimeToDie in April? Is another film taking its place or are all the cinemas shutting down during that time to prevent spread of the #coronavirus? Please someone let me know!
4225,xaviercolas,"A document seen by Reuters shows that Russia has ordered the mandatory disinfection of ships arriving at the Black Sea ports of Novorossiisk and Yuzhnaya Ozereyevka from this countries: Iran, Italy and South Korea. Reason: the #coronavirus,"
4226,Paulkdragon,"#coronavirus in regards to the outbreak we should raise money for the @WHO and other scientists to help with the research of the Coronavirus

and hopefully they will find a cure or a vaccine before it spreads any further 

trust me it's better than wasting it on toilet paper"
4227,Reading_Bridge,"Sad news from the RBH. Thoughts with the family of the person involved. Thank you to all the wonderful #NHS staff at @RBNHSFT dealing with this worrying situation.
#rdguk #coronavirus"
4228,Yashi__Jaiswal,"The best way to grab attention these days is by sneezing.
#coronavirus
#coronavirusinindia"
4229,ProudAmerica4,Isn’t it odd we’re not seeing tweets or posts on social media from infected or their families praying for them?  Has anyone seen any? #coronavirus
4230,CNBCJou,"On #Coronavirus: “we have a wide range of tools and will deploy them when appropriate. We are have excellent line of sight (?) to what our other colleagues around the world are doing” 
.... I sat through 60mins of an academic talk to get that answer #Carney #BOE $GBP"
4231,paulalaier,"Gabriel Barros/BTG Pactual/Brazil Public Finace - The fiscal effects of a GDP slowdown, in response to the deceleration in Chinese and global #GDP due to #coronavirus, could create a tough scenario for #fiscal policy. #Brazil @BTGPDigital"
4232,StewartMyNBC5,"NEW 2/2 #CoronaVirusUpdate from Dr. Mark Levine @healthvermont & @GovPhilScott
-156 in #VT now being monitored for symptoms
-In last week, 5 ppl tested for #coronavirus came back negative
-Testing now avail in #vt, results in 24hrs.
-State employees may decline travel/conferences"
4233,SihleTumani,"Y'all made fun of amaXhosa, calling us Motase and Letase... look now, the #coronavirus is here. Do y'all not realise the power we carry? Singayijikisa xa sifuna qha niyaqhela"
4234,DiseaseDesk,"@WHO chief @DrTedros has warned that #COVID19 #coronavirus ""is a threat to every country, rich and poor""."
4235,fauxrealsports,#Breaking @foxnewsalert is now reporting that former Vice President Joe Biden has tested positive for #coronavirus and will suspend his campaign immediately. Fox is reporting that he may have contracted it from his sister. This story is breaking and will he updated soon.
4236,LondonWhig,"Would anyone care to join these dots?

Dot 1
The elderly are most vulnerable to #coronavirus

Dot 2
The govt wants to bring the elderly out of retirement to treat #coronavirus

Dot 3
#Brexit has cut off the supply of young #EU nurses by as much as 87%

#NHS"
4237,gift2427life,"Please follow & ifb, before #coronavirus catches us."
4238,vincenzolandino,"With all of these event cancellations due to #coronavirus COVID-19, I’ve learned a ton.

A thread. 1/"
